model;price;kilometer;fuel type;vitesse;engine
Renault Twingo 2014 Dynamique;191;211000km;Essence;1.2 ess 16V 75ch;Manuelle
Citroen Berlingo 2004 Berlingo;191;540km;Diesel;2.0 HDI 90ch;Manuelle
Hyundai Accent 2014 GLS;191;270km;GPL;1.5 ess 91ch;Manuelle
Hyundai H1 2010 Vitré 6 places;191;354km;Diesel;2.5 D 125ch;Manuelle
Peugeot 207 2012 Allure;191;228000km;Diesel;1.6 HDI 92ch;Manuelle
Chevrolet Aveo 5 portes 2014 Aveo 5 portes;191;261km;GPL;1,5;Manuelle
Renault Clio Campus 2012 Bye bye;191;185000km;Essence;1.2 ess 16V 75ch;Manuelle
Volkswagen Polo 2014;191;300000km;Essence;1.4 ess 85ch;Manuelle
Kia Picanto 2018;191;;;;
Lexus CT 2012 CT;192;283km;GPL;1,6;Manuelle
Renault Fluence 2011 Fluence;192;395000km;Diesel;1.5 DCI 110ch;Manuelle
Hyundai i10 2016;192;156000km;Essence;;Manuelle
Suzuki Swift 2014 Swift;192;25700km;GPL;1.3 VVT 94ch BVA;Manuelle
Renault Clio Campus 2014 Extreme;192;277km;Essence;1.2 ess 16V 75ch;Manuelle
Dacia Sandero Stepway 2014;192;395921km;GPL;;Manuelle
Hyundai i10 2014;192;123000km;Essence;;
Seat Leon 2012 Leon;192;362000km;Diesel;2.0 TDI 140ch;Manuelle
Chevrolet +Aveo lt 2015;192;255km;Essence;1.5;Manuelle
Nissan Sunny 2014 Sunny;192;224km;GPL;1.5 ess 100ch;Manuelle
Chery Youki 2022;192;22000km;Essence;;Manuelle
Picanto Brazillia 2015;192;222000km;Essence;1.2;Manuelle
Dacia Sandero 2012 Sandero;192;223000km;Essence;1.6 ess 90ch;Manuelle
Hyundai Accent 2014 GLS;192;293000km;GPL;1.5 ess 91ch;Manuelle
Dacia Logan 2012 Logan mpi;192;200000km;GPL;1.4 ess 75ch GPL;Manuelle
Renault Symbole 2015 Extrême;192;228000km;Essence;1.2;Manuelle
Seat Ibiza 2013 Fully;192;210km;Essence;1.4 ess 85ch;Manuelle
Dacia Logan 2009;192;210km;GPL;1.4 ess 75ch;Manuelle
Peugeot 208 2014 Allure;192;199km;Diesel;1.6 HDI 92ch;Manuelle
Volkswagen Golf 6 2013 Match;192;200000km;Diesel;1.6 TDI 105ch;Manuelle
Renault Clio Campus 2013 Bye bye;192;175000km;Essence;1.2 ess 16V 75ch;Manuelle
BMW Série 5 2010;192;285000km;Diesel;520d;Manuelle
Dacia Sandero 2017 Stepway;192;155km;Diesel;1.5 DCI 85ch;Manuelle
Peugeot Partner 2013 Origin;192;;;;
Seat Ibiza 2013 Sport Edition;192;;;;
Hyundai Accent 2014 GLS;192;;;;
Volkswagen Touran 2006 Touran;193;10000km;Diesel;2.0 TDI 140ch;Manuelle
Peugeot 208 2016 Allure;193;193000km;Diesel;1.6 HDI 92ch;Manuelle
Peugeot 301 2014 Allure;193;157000km;Diesel;1.6 HDI 92ch;Manuelle
Renault Symbol 2016 Extrême;193;253000km;GPL;1.2 ess 16V  75ch;
Suzuki Swift 2014 Swift;193;188000km;Essence;1.3 VVT 94ch BVA;Manuelle
Suzuki Swift 2014 Swift;193;284000km;GPL;;Manuelle
Renault Symbol 2016 Expression;193;270.000km;Essence;1.2 ess 16V  75ch;Manuelle
Hyundai i10 2015 GL Plus;193;196000km;Essence;1.1;Manuelle
Volkswagen Polo Sedan 2013 Polo Sedan;193;320000km;GPL;1.4 ess 85ch;Manuelle
Peugeot 208 2013 Allure;193;245000km;Diesel;1.6 HDI 115ch;Manuelle
Hyundai i10 2016 GL Plus;193;148km;Essence;1,1;Manuelle
Mazda BT 50 2011 Double cabine;193;377077km;Diesel;2.5 MZR CD 4X4 117ch;Manuelle
Renault Clio 4 2013 Dynamique;193;237000km;Diesel;1.5 DCI 85ch;Manuelle
Peugeot 207 2012;193;155500km;Essence;1.4 ess 75ch;Manuelle
Peugeot 207 2011;193;350km;Diesel;1.6 HDI 112ch;Manuelle
Peugeot 208 2014 Allure;193;208000km;Diesel;1.6 HDI 92ch;Manuelle
Peugeot 207 2013;193;214km;Essence;1.4 ess 75ch;Manuelle
Renault Megane 3 2012 GT Line;193;320km;Diesel;1.9 dci 130 ch;Manuelle
Peugeot 207 2012 207;193;163km;Essence;1.4 ess 75ch;Manuelle
Peugeot 208 2013 Active;193;207km;Diesel;1.6 HDI 92ch;Manuelle
Hyundai Tucson 2010 Extreme;193;307000km;Diesel;2.0 CRDI 4x2 177ch;Manuelle
Renault Symbol 2013 Symbol;193;285000km;GPL;1.2 ess 16V  75ch;Manuelle
Renault Clio Campus 2014 Clio Campus;193;230000km;Essence;1.2 ess 60ch;Manuelle
Peugeot 208 2013 Allure;193;196000km;Diesel;1.6 HDI 92ch;Manuelle
Skoda Fabia 2014 Ambition;193;191000km;Essence;1.2 HTP 70ch;Manuelle
Renault Clio Campus 2014 Extreme 2;193;195000km;Essence;1.2 ess 16V 75ch;Manuelle
Renault Clio Campus 2009 Clio Campus;193;61000km;Essence;1.2 ess 16V 75ch;Manuelle
Peugeot Partner 2013 Partner;194;305000km;Diesel;1.6 HDI 90ch;Manuelle
Renault Clio Campus 2013 Bye bye;194;245km;Essence;1.2 ess 16V 75ch;Manuelle
Hyundai i10 2015 GL Plus;194;160000km;Essence;;Manuelle
Renault Clio Campus 2013 Extreme;194;242000km;Essence;1.2 ess 60ch;Manuelle
Peugeot 207 2013;194;208.000km;GPL;1.4 ess 75ch;
Renault Symbol 2017 Made In Bladi;194;184000km;GPL;1.2 ess 16V  75ch;Manuelle
Citroen Berlingo 2011 Berlingo;194;255188km;Diesel;1.6 HDI 90ch;Manuelle
Great Wall M4 2013;194;242km;Essence;1.5;Manuelle
Citroen Berlingo 2012 Original;194;2580000km;Diesel;1.9 D 71ch;Manuelle
Hyundai Accent 2014 GLS;194;320000km;GPL;1.5 ess 91ch;Manuelle
Renault Symbol 2013 Symbol;194;513km;Essence;1.2 ess 16V  75ch;Manuelle
Renault Clio Campus 2013 Bye bye;194;298km;Essence;1.2 ess 16V 75ch;Manuelle
Opel Corsa 2017;195;187000km;Essence;1.4 ess 90ch;Manuelle
Peugeot 207 2011 Allure;195;330000km;Diesel;1.6 HDI 112ch;Manuelle
Peugeot Partner 2014 Tepee Active;195;302000km;Diesel;1.6 HDI FAP 115 CH;Manuelle
Hyundai Grand i10 2017;195;210000km;Essence;1.2 ess 87ch;Manuelle
Renault Clio 4 2013;195;256000km;Diesel;1.5 DCI 85ch;Manuelle
Renault Kangoo 2014 Confort;195;400000km;Diesel;1.5 DCI 90ch;Manuelle
Peugeot 308 2013 308;195;245000km;Diesel;1.6 HDI 112ch;Manuelle
Peugeot Partner 2009 Tepee;195;322000km;Diesel;1.6 HDI 90ch;Manuelle
Opel Corsa 2012 Corsa;195;64000km;Essence;1.2 ess 85ch;Manuelle
Dacia Duster 2018 Duster;195;205km;Diesel;;Manuelle
Peugeot Partner VU 2013 Partner vu;195;246km;Diesel;1.6;Manuelle
Hyundai Tucson 2010 Prestige;195;207000km;Diesel;2.0 CRDI 136ch;Manuelle
Kia Picanto 2015 Brazilia;195;109000km;Essence;1.2 ess CVVT 87ch;Manuelle
Suzuki Swift 2014 Swift;195;145000km;Essence;1.2 VVT 85ch;Manuelle
Kia Rio 5 portes 2012 Funny;195;301000km;GPL;1.6 essence;Manuelle
Renault Symbol 2016 Made In Bladi;195;266000km;Essence;1.2 ess 16V  75ch;Manuelle
Hyundai i10 2015 GLS;195;200000km;Essence;1.1;Manuelle
Peugeot Partner 2011 Partner;195;350km;Diesel;1.9 D 71ch;Manuelle
Hyundai i10 2015 GL Plus;195;169km;Essence;1,2;Manuelle
Renault Clio 3 2012 Dynamique;195;255500km;Essence;1.2 ess 16V 75ch;Manuelle
Renault Symbol 2015 Symbol;195;235000km;GPL;1.2 ess 16V  75ch;Manuelle
Renault Clio Classique 2007;195;85000km;Essence;;Manuelle
Kia Picanto 2019 LX;195;150km;Essence;1.2 ess CVVT 87ch;Manuelle
Peugeot 208 2014 Allure;195;210000km;Diesel;1.6 HDI 92ch;Manuelle
Peugeot 208 2014 Allure;195;275000km;Diesel;1.6 HDI 115ch;Manuelle
Citroen C4 Picasso 2009 Selection 5p;195;296000km;Diesel;1.6 HDI 110ch;Manuelle
Renault Clio Campus 2012 Extreme;195;246km;Essence;1.2 ess 16V 75ch;Manuelle
Volkswagen Golf 6 2013 Match;195;288000km;Diesel;1.6 TDI 105ch;Manuelle
Renault Clio Campus 2013 Bye bye;195;32000km;Essence;1.2 ess 16V 75ch;Manuelle
Peugeot Partner 2012 Partner;195;235km;Diesel;1.9 d 65;Manuelle
Renault Megane 3 2013;195;285000km;Diesel;;Manuelle
Citroen C5 2011;195;214000km;Diesel;2.0 hdi 138;Manuelle
Citroen C Elysée 2015;195;239000km;Essence;1.6 VTI 115ch;Manuelle
Volkswagen Golf 4 2000 Carat;195;198000km;Essence;2.3 v5 170cv;Manuelle
Peugeot 207 plus 2013 207 plus;195;200000km;Essence;1.4 ess 75ch;Manuelle
SsangYong Korando 2014;195;300km;Diesel;2.0 DTR 4x4 176ch BVM;Manuelle
Volkswagen Polo 2014 Style;195;264km;Diesel;1.6 TDI 90ch;Manuelle
Nissan Sonne 2016;195;146km;Essence;1.6;Manuelle
Dacia Logan 2012 100%;195;330000km;GPL;;Manuelle
Citroen C4 2012 C4;195;;Essence;1.6 Semple;Manuelle
Volkswagen Passat CC 2009 R Line;195;580km;Diesel;2.0 TDI 170ch;Manuelle
Renault Kangoo 2012;195;360000km;Diesel;1.5 DCI 110ch;Manuelle
Kia Picanto 2015 Safety;195;220km;Essence;1.2 ess CVVT 87ch;Manuelle
Dacia Logan 2015;195;340km;Essence;1.2 ess 16V 75ch;Manuelle
Citroen C Elysée 2015 Exclusive;195;113000km;Essence;1.2 VTI 72ch;Manuelle
Renault Clio Campus 2014 Bye bye;195;260000km;;1.2 ess 16V 75ch;
Peugeot 208 2013 Allure;195;263000km;Diesel;1.6 HDI 115ch;Manuelle
Renault Clio 3 2012 Night and Day;195;240000km;Diesel;1.5 DCI 90ch;Manuelle
Kia Picanto 2019 Style;195;224671km;Essence;1.2 ess 84ch;Manuelle
Peugeot Tepee 2011 2011;195;415000km;Diesel;HDI;Manuelle
Peugeot 207 2013 207;195;193000km;Essence;1.4 ess 75ch;Manuelle
Hyundai i20 2014 Prestige;195;300km;Essence;1.4 108hp;Manuelle
Peugeot 207 2012 Sportium;195;157000km;Essence;1.4 ess 75ch;Manuelle
Citroen C3 2013 C3;195;121000km;Essence;1.2 VTI 82ch;Manuelle
Renault Symbol 2017 Symbol;195;318km;Essence;1.2 ess 16V  75ch;Manuelle
Renault Kangoo 2007 Kangoo;195;;Diesel;1.9 D 65ch;Manuelle
Renault Clio Campus 2014 Extreme;195;175000km;Essence;1.2 ess 16V 75ch;Manuelle
Hyundai SantaFe 2010 SantaFe;195;308800km;Diesel;2.2 CRDI 4WD 155ch;Manuelle
Renault Symbol 2014 Symbol;195;272km;Essence;1.2 ess 16V  75ch;Manuelle
Renault Clio 4 2013 Dynamique;195;298000km;Essence;1.2 ess 16V 75ch;Manuelle
Nissan Micra 2015 Micra;195;113000km;Essence;1.4 ess 88ch;Manuelle
Renault Clio Campus 2013 Bye bye;195;355000km;Essence;1.2 ess 60ch;Manuelle
Dacia Sandero 2012 Sandero;195;405000km;GPL;1.6 ess 90ch;Manuelle
Renault Symbol 2014 Symbol;195;290000km;Diesel;1.5 Dci 85ch;Manuelle
Renault Clio Campus 2013 Bye bye;195;220000km;Essence;1.2 ess 16V 75ch;Manuelle
Renault Twingo 2013 Dynamique;195;235000km;Essence;1.2 ess 16V 75ch;Manuelle
Peugeot 207 2012 Allure;195;291000km;Diesel;1.6 HDI 92ch;Manuelle
Peugeot 207 2012 Allure;195;259000km;Diesel;1.6 HDI 92ch;Manuelle
Hyundai i10 2016 GLS;195;245000km;Essence;;Manuelle
Kia Picanto 2019;195;93000km;Essence;1.2 ess 84ch;Manuelle
Renault Clio Campus 2012 Bye bye;195;201km;Essence;1.2 ess 16V 75ch;Manuelle
Suzuki Swift 2014 Swiftdz;195;268km;GPL;1.2 VVT 85ch;Manuelle
Kia Picanto 2015 pop plus;195;154000km;Essence;1.2 ess CVVT 87ch BVA;Manuelle
Renault Symbol 2017 Symbol;195;306000km;GPL;1.6 ess 100ch;Manuelle
Renault Clio 3 2011 Night and Day;195;248km;Diesel;1.5 DCI 90ch;Manuelle
Hyundai Accent 2012 Gls;195;316km;GPL;1.5;Manuelle
Peugeot 404 1985 Bachet;195;000km;Essence;10;Manuelle
Renault Clio Campus 2013 Bye bye;195;257km;Essence;1.2 ess 16V 75ch;Manuelle
Chery Yoki 2020;195;35000km;GPL;;
Peugeot 308 2012 Allur;195;270km;Diesel;1.6 HDI 112ch;Manuelle
Kia Picanto 2015 Brazilia;195;157000km;Essence;1.2 ess CVVT 87ch;Manuelle
Peugeot Partner 2011;195;280km;Diesel;1.6 HDI 90ch;Manuelle
Renault Symbol 2017 Symbol;195;319420km;Essence;1.6 ess MPi  80 ch;Manuelle
Hyundai H1 2012 Tolé;195;355km;Diesel;2.5 D 125ch;Manuelle
Citroen C3 2014 Vitamine;195;129300km;Essence;1.2 VTI 82ch;Manuelle
Peugeot 207 2011 Allure;195;185000km;Diesel;1.6 HDI 92ch;Manuelle
Great Wall New Florid 2016 M4;195;260km;GPL;;Manuelle
Renault Symbol 2017;195;160km;Essence;1.6 ess 100ch;Manuelle
Peugeot 207 2012;195;236000km;Diesel;1.6 HDI 92ch;Manuelle
Renault Clio Campus 2014 Extreme;195;234000km;Essence;1.2 ess 16V 75ch;Manuelle
Nissan Sunny 2016 Sunny;195;197000km;GPL;1.6 ess 100ch;Manuelle
Hyundai i10 2017 i10;195;230000km;Essence;1.2;Manuelle
Dacia Logan 2015 Ambiance;195;140000km;GPL;1.2 ess 16V 75ch;Manuelle
Suzuki Swift 2014 Swift;195;252km;Essence;1.2 VVT 85ch BVA;Manuelle
Suzuki Swift 2015 Swift;195;159000km;Essence;1.3 VVT 94ch BVA;Automatique
Renault Clio 4 2013;195;239000km;Diesel;1.5 DCI 85ch;Manuelle
Citroen C5 2009;195;;;;
Hyundai i10 2016 GL Plus;195;;GPL;1.2;Manuelle
Opel Corsa 2014;195;173km;Diesel;1.3 CDTI 90ch;Manuelle
Seat Ibiza 2014 Fr;195;;Essence;1.6 TDI 90ch;Manuelle
Renault Clio Campus 2015 Facelift;195;285000km;Essence;1.2 ess 60ch;Manuelle
Peugeot 207 2012 207;195;213km;Diesel;1.6 HDI 112ch;Manuelle
Renault Megane 3 2010 Privilege;195;400000km;Diesel;1.9 dci  130;Manuelle
Volkswagen Golf 6 2011 Carat;195;190000km;Diesel;1.6 TDI 105ch;Manuelle
Renault Megane 3 2010 Privilege;195;400000km;Diesel;1.9  dci;Manuelle
Hyundai Grand i10 Sedan 2017;195;152km;GPL;1.2 ess 87ch BVA;Manuelle
Emgrand EC 7 2017 Sedan;195;;Essence;1.8 ess 138ch CVT;Automatique
Volkswagen Golf 6 2011 Style;195;;Diesel;;Manuelle
Renault Clio Campus 2014 Extreme 2;195;180km;Essence;1.2 ess 16V 75ch;Manuelle
Volkswagen Golf 6 2009 GTI;195;103000km;Essence;2.0 GTI 210ch;Manuelle
Seat Ibiza 2014 Ibiza;195;230000km;Essence;1.4 ess 85ch;Manuelle
Seat Leon 2012 Leon;195;293000km;Essence;2.0 TDI 140ch;Manuelle
Seat Leon 2012 Leon;195;213km;Diesel;2.0 TDI 140ch;Manuelle
Renault Symbol 2017 Essentielle;195;176000km;Essence;1.2 ess 16V  75ch;Manuelle
Volkswagen Polo 2014 Concept;195;265km;Essence;1.4 ess 85ch;Manuelle
BMW Gs 1200lc 2017;195;61000km;Essence;1200;Manuelle
Renault Clio Campus 2014 Clio Campus;195;172000km;Essence;1.2 ess 16V 75ch;Manuelle
Renault Clio 4 2013;195;233km;Essence;1.2 ess 16V 75ch;Manuelle
Dacia Logan 2015 Ambiance;195;205000km;GPL;1.2 ess 16V 75ch;
Peugeot 208 2013 Allure;195;76000km;Essence;1.2 VTI 82ch;Manuelle
Toyota Yaris Sedan 2012;195;185000km;GPL;1.3 VVTI 87ch;Manuelle
Hyundai i10 2015 GLS;195;164000km;GPL;1.2;Manuelle
Volkswagen Polo 2011 Polo team;195;260km;Essence;1.4;Manuelle
Hyundai H100 2008;195;400000km;Diesel;;Manuelle
Kia Picanto 2017 Safety;195;;;;
Volkswagen Polo 2012 Silver editions;195;;;;
Dacia Sandero 2016;195;;;;
Toyota Hilux 2007;195;;;;
Audi A5 2010 S Line;195;;;;
Audi Q5 2011;195;;;;
Peugeot 508 2011 Allure;195;;;;
Renault Symbol 2017;195;;;;
Nissan Navara 2014 Simple cabine;195;;;;
Peugeot 308 2012 Allure;195;;;;
Renault Symbol 2019;195;;;;
Citroen Berlingo 2009 Berlingo;196;1km;Diesel;1.6 HDI 90ch;Manuelle
Renault Clio 4 2014 Limited;196;250000km;Diesel;1.5 DCI 85ch;Manuelle
Renault Fluence 2015 Fluence;196;234000km;Essence;1.6 ess 110ch;Automatique
Peugeot 207 2012 Allure;196;185000km;Diesel;1.6hdi 90ch;Manuelle
Peugeot 207 2012 Allure;196;217000km;Diesel;1.6 HDI 112ch;Manuelle
Peugeot 208 2015 Style;196;126km;Essence;1.2 VTI 82ch;Manuelle
Renault Clio Campus 2015 Clio Campus;196;223km;Essence;1.2 ess 16V 75ch;Manuelle
Renault Clio 4 2014 Clio 4;196;318km;Essence;1.2 ess 16V 75ch;Manuelle
Hyundai Accent 2013 GLS;196;287000km;GPL;1.5 ess 91ch;Manuelle
Volkswagen Golf 6 2010;196;415km;Diesel;1.6 TDI 105ch;Manuelle
Dacia Logan 2012 Logan;196;29500000km;GPL;1.4 MPI 75ch;Manuelle
Renault Clio 1 2000 Clio 1;196;2006465km;Diesel;1.9;Manuelle
Volkswagen Golf 6 2012 Match;196;283km;Diesel;1.6 TDI 105ch;Manuelle
Hyundai i10 2016 GLS;196;160000km;Essence;1.2;Manuelle
Volkswagen Golf 6 2013 Match;196;237159km;Diesel;1.6 TDI 105ch;Manuelle
Renault Kangoo 2012 Confort;196;239000km;Diesel;1.5 DCI 110ch;Manuelle
Renault Clio 3 2012 Night and Day;196;179300km;Diesel;1.5 DCI 90ch;Manuelle
Renault Clio 3 2012 Night and Day;196;179000km;Diesel;1.5 DCI 90ch;Manuelle
Volkswagen Polo 2015 Nouvelle Trendline;197;260000km;Essence;1.0 MPi 75ch;Manuelle
Peugeot Partner 2015 B9;197;328km;Diesel;1.6 HDI 90ch;Manuelle
Peugeot 208 2013 Allure;197;303km;Diesel;1.6 HDI 92ch;Manuelle
Volkswagen Passat SW 2011;197;450km;Diesel;;Manuelle
Renault Clio Campus 2013 Bye bye;197;217km;Essence;1.2 ess 16V 75ch;Manuelle
Volkswagen Passat 2011;197;450km;Diesel;;Manuelle
Renault Kangoo 2007 Kangoo;197;;Diesel;1.9 D 65ch;Manuelle
Kia Picanto 2014 Pop;197;117km;Essence;1.2 ess CVVT 87ch;Manuelle
Toyota Corolla 2012 Corolla;197;330000km;Diesel;2.0 D 73ch;Manuelle
Renault Clio compus 2012 By by;197;204700km;Essence;1.2 16v;Manuelle
Renault Symbol 2009 Symbol;197;277000km;GPL;1.4 ess 75ch;Manuelle
Kia Picanto 2013 Pop;197;197km;Essence;1.2 ess CVVT 87ch;Manuelle
Hyundai i10 2015;197;255000km;;;
Renault Clio 3 2012 Clio 3;197;183000km;Essence;1.2 ess 16V 75ch;Manuelle
Dacia Sandero 2016 Stepway;197;180000km;Essence;1.6 ess 90ch;Manuelle
Renault Logan 2015 Logan;197;194000km;Essence;1.2 16v;Manuelle
Renault Symbol 2016;197;;;;
Seat Ibiza 2013 Fully;198;183000km;Essence;1.4 ess 85ch;Manuelle
Seat Ibiza 2013 Fully;198;182000km;Essence;1.4 ess 85ch;Manuelle
Peugeot 208 2014 Allure;198;200000km;Diesel;1.6 HDI 115ch;Manuelle
Citroen C Elysée 2014;198;;;;Manuelle
Hyundai i10 2015 i10;198;160000km;Essence;1.1;Manuelle
Seat Ibiza 2012 Ibiz;198;2056321km;Diesel;1.6 TDI 105ch;Manuelle
Dacia Logan 2016 Logan;198;217000km;Essence;1.2 ess 16V 75ch;Manuelle
Renault Clio Campus 2013 Extreme 2;198;256000km;Essence;1.2 ess 16V 75ch;Manuelle
Citroen C3 2013 C3;198;120000km;Essence;1.2 VTI 82ch;Manuelle
Peugeot 207 plus 2013 207 plus;198;177000km;Essence;1.4 ess 75ch;Manuelle
Renault Kangoo 2013 Kangoo;198;212km;Diesel;1.5 DCI 110ch;Manuelle
Citroen C4 2010 c4 sw;198;360000km;Diesel;2.0 HDI 140ch;Manuelle
Great Wall C30 2013 C30;198;130000km;Essence;1.5 VVT 105ch;Manuelle
Renault Clio 4 2014 Limited;198;298524km;Diesel;1.5 DCI 85ch;Manuelle
Peugeot 207 2012 207;198;161000km;Essence;1.4 ess 75ch;Manuelle
Renault Symbol 2015 Symbol;198;267km;GPL;1.2 ess 16V  75ch;Manuelle
Dacia Logan 2013 Logan;198;177000km;Essence;1.4 ess 75ch;Manuelle
Peugeot 208 2014 Allure;198;197km;Diesel;1.6 HDI 92ch;Manuelle
Chevrolet Cruze 2014 Cruze Hatchback;198;166000km;Essence;1.6 ess 16V 113ch;Manuelle
Skoda Rapid 2013 Rapid;198;290000km;Diesel;1.6 TDI 105ch;Manuelle
Renault Kangoo 2014;198;;;;
Suzuki Swift 2014 Swift;199;194000km;Essence;1.3 VVT 94ch;Manuelle
Hyundai i10 2015 GLS;199;110000km;Essence;1.1;Manuelle
Peugeot 207 2010 207;199;286000km;Essence;1.4 ess 75ch;Manuelle
Peugeot Partner 2013 B9;199;281km;Diesel;92 ch hdi;Manuelle
Renault Megane 3 2012 Megane 3;199;22000km;Diesel;1.9dci 130 ch;Manuelle
Peugeot 208 2015 Allure;199;244341km;Diesel;1.6 HDI 92ch;Manuelle
Peugeot 207 2013 Sportium;199;172km;Essence;1.4 ess 75ch;Manuelle
Renault Symbol 2012 Symbol;199;278000km;GPL;1.4 ess 75ch;Manuelle
Hyundai i10 2015 GLS;199;160km;Essence;1.1;Manuelle
Hyundai Accent RB  5 portes 2019;200;190000km;Diesel;1.6 CRDI 128ch BVA;Manuelle
Mercedes Sprinter 2018 Sprinter;200;;;;
Peugeot Partner 2013 B9;200;218000km;Diesel;1.6 HDI 90ch;Manuelle
Volkswagen Golf 6 2012 Match;200;300000km;Diesel;1.6 TDI 105ch;Manuelle
Volkswagen Polo 2014 TrendLine;200;168km;Essence;1.4 ess 85ch;Manuelle
Volkswagen Ibiza 2013 Fr;200;;;;
BMW Série 5 2006 Break;200;452000km;Diesel;525d 177ch;Automatique
Peugeot Partner 2013 Partner;200;108000km;Diesel;1.6 HDI 90ch;Manuelle
Hyundai Accent 2013 GLS;200;;Essence;1.5 ess 91ch;Manuelle
BMW X1 2011 Premium;200;327000km;Diesel;sDrive18d;Automatique
Mercedes Kawkawa 2002;200;;;;
Peugeot 208 2014 Allure;200;212000km;Diesel;1.6 HDI 92ch;Manuelle
Hyundai Accent RB  5 portes 2018 Style;200;160000km;Essence;1.4 ess 107ch;Manuelle
Renault Megane 3 2012 Privilege;200;300km;Diesel;1.6 DCI 130ch;Manuelle
Renault Symbol 2017 Symbol;200;1900km;Essence;1.6 ess MPi  80 ch;Manuelle
Seat Ibiza 2014 Crono;200;239600km;Essence;1.4 ess 85ch;Manuelle
Hyundai Accent RB  4 portes 2017 Préstige;200;183000km;Essence;1.4 ess 107ch;Manuelle
Seat Ibiza 2013 Sport Edition;200;258000km;Essence;1.4 ess 85ch;Manuelle
Opel Adam 2017 Jam;200;57000km;Essence;1.2 ess 70ch;Manuelle
Renault Symbol 2016 Extrême;200;192000km;Essence;1.2 ess 16V  75ch;Manuelle
Peugeot 307 2004 307;200;245496km;Diesel;2.0 HDI 110ch;Manuelle
Fiat Ducato 2023 L2 h2;200;;;;
Peugeot 207 2013 Allure;200;209000km;Diesel;1.6 HDI 92ch;Manuelle
Dacia Logan 2012 Logan;200;20000km;Diesel;1.5 DCI 85ch;Manuelle
Renault Clio Campus 2014 Extreme 2;200;225km;Essence;1.2 ess 16V 75ch;Manuelle
Peugeot 307 2004 307;200;246496km;Diesel;HDI 1.6;Manuelle
Peugeot 207 2012;200;75000km;Essence;;Manuelle
Peugeot 301 2016 301;200;247000km;Diesel;1.6 HDI 92ch;Manuelle
Kia Carens 2014;200;320000km;Diesel;1.7 CRDI 136 ch;Manuelle
Opel Astra 2014 Astra;200;212000km;Diesel;2.0 CDTI 165ch BVA;Manuelle
Volkswagen Polo 2012 GTI;200;200000km;Essence;1.4 GTI 180ch;Automatique
Kia Sorento 2012;200;330km;Diesel;;Manuelle
Peugeot 208 2014 Allure;200;167000km;Diesel;1.6 HDI 115ch;Manuelle
Volkswagen Tiguan 2010 R Line;200;455km;Diesel;2.0 TDI 140ch;Automatique
Mercedes Vito 2007 Vito;200;;;;
Renault Kangoo 2012 Confort;200;246000km;Diesel;1.5 DCI 110ch;Manuelle
Toyota Auris 2009 Auris;200;395km;GPL;;Manuelle
Renault Symbol 2018 Extrême;200;150000km;GPL;1.6 ess 100ch;Manuelle
Renault Megane 3 2013 Megane 3;200;200000km;Diesel;1.4 TCE 130ch;Manuelle
Land Rover Land Rover  2006;200;;Diesel;2;Manuelle
Suzuki Alto 2023;200;;;;
Citroen Berlingo Multispace 2010 Berlingo Multispace;200;280km;Diesel;1.6 ess 90ch;Manuelle
Audi Q7 2007 Quatro;200;3200.00km;Diesel;3.0 TDI 233ch;Automatique
Renault Kangoo 2012;200;300000km;Diesel;1.5 DCI 110ch;Manuelle
Volkswagen Polo 2014 ;200;294km;Essence;1.4 ess 85ch;Manuelle
Peugeot Partner 2012 Tepee;200;250000km;Diesel;1.6 HDI 112ch;Manuelle
Skoda Fabia 2012 monte carlo;200;182000km;Essence;1.2 HTP 70ch;Manuelle
Peugeot Partner 2013 Partner;200;210000km;Diesel;1.6 HDI 112ch;Manuelle
Volkswagen Passat 2009 Passat;200;300000km;Diesel;2.0 TDI 170ch;Manuelle
Renault Laguna 1 2000 Laguna 1;200;29000km;Diesel;1.9 DTI 100ch;Manuelle
Renault Fluence 2012;200;18400km;Diesel;;Manuelle
Hyundai Tucson 2013 Tucson;200;346km;Diesel;2.0 CRDI 4WD 184ch;
Hyundai Tucson 2011 Tucson;200;145000km;Diesel;;Manuelle
Kia Picanto 2014 Brasilia;200;183km;Essence;1.2 ess CVVT 87ch;Manuelle
Renault Symbol 2016 Symbol;200;144000km;Essence;1.2 ess 16V  75ch;Manuelle
Renault Symbol 2016 symbol;200;300000km;Essence;1.2 ess 16V  75ch;
Hyundai SantaFe 2012 SantaFe;200;290000km;Diesel;2.2 CRDI 2WD 197ch;Manuelle
Kia Picanto 2015 Brazilia;200;173000km;Essence;1.2 ess CVVT 87ch;Manuelle
Volkswagen Caddy 2008 Life;200;519060km;Diesel;1.9 tdi 105 cv;Manuelle
Renault Clio 3 2013 RS;200;190000km;Essence;2.0 ess 200ch;Manuelle
Dacia Sandero 2018 Stepway;200;;Diesel;1.5 DCI 90ch;Manuelle
Volkswagen Amarok 2011 Amarok;200;316000km;Diesel;;Manuelle
Peugeot Partner 2012 Origin;200;280km;Diesel;1.9 D 71ch;Manuelle
Citroen Berlingo 2011 Berlingo;200;260000km;Diesel;1.9 D 71ch;Manuelle
Chery Yoki 2021 Double cabine;200;;;;
Audi Q7 2007;200;307000km;Diesel;3.0 TDI 233ch;Automatique
Renault Symbol 2015 Symbol;200;230km;Essence;1.2 ess 16V  75ch;Manuelle
